User Input,Polarity,Extracted Concern,Category,Intensity
Crowds make me feeling little anxious.,Negative,feeling little anxious,Anxiety,1
The team evaluation has me very stressed about reviews.,Negative,very stressed,Stress,4
My heart is heavy with sadness,Negative,sadness,Anxiety,4
This joy has me feeling very happy.,Positive,feeling very happy,Positive Outlook,4
My throat infection makes me unable to eat solids.,Negative,unable to eat,Eating Disorder,1
With limited time I'm not eating properly at lunch.,Negative,not eating properly,Eating Disorder,1
Current circumstances have me feeling depressed.,Negative,feeling depressed,Depression,4
My throat infection makes me unable to eat solids.,Negative,unable to eat,Eating Disorder,1
Happiness overflows in my life,Positive,happiness,Positive Outlook,3
I'm constantly worried about family health.,Negative,constantly worried,Anxiety,2
This joy has me feeling very happy.,Positive,feeling very happy,Positive Outlook,4
The team evaluation has me very stressed about reviews.,Negative,very stressed,Stress,4
The caffeine from my evening tea means I have trouble sleeping.,Negative,have trouble sleeping,Insomnia,4
The tax audit has me extremely stressed.,Negative,extremely stressed,Stress,4
The lease renewal has me feeling very anxious.,Negative,feeling very anxious,Anxiety,2
My fatigue makes me unable to eat regularly.,Negative,unable to eat,Eating Disorder,1
With these lifestyle changes I'm worried about health impact.,Negative,worried about health,Health Anxiety,2
My day is filled with loneliness,Negative,loneliness,Anxiety,3
With overtime work I'm not eating properly these days.,Negative,not eating properly,Eating Disorder,1
I'm feeling hopeful about this change.,Positive,feeling hopeful,Positive Outlook,3
Thunderstorms make me feeling little anxious.,Negative,feeling little anxious,Anxiety,1
I am experiencing happiness,Positive,happiness,Positive Outlook,3
These past few weeks I can't sleep well no matter what remedies I try.,Negative,can't sleep well,Insomnia,2
I'm happy with the results,Positive,happy,Positive Outlook,3
The court hearing has me extremely stressed and nervous.,Negative,extremely stressed,Stress,4
I'm really lonely right now,Negative,lonely,Anxiety,3
My promotion has me feeling very happy.,Positive,feeling very happy,Positive Outlook,4
Gardening has me feeling little better.,Positive,feeling little better,Positive Outlook,3
I'm authentically lonely now,Negative,lonely,Anxiety,3
These past few weeks I can't sleep well no matter what remedies I try.,Negative,can't sleep well,Insomnia,2
I'm overwhelmingly sad today,Negative,sad,Anxiety,4
My pet's illness has me feeling very low.,Negative,feeling very low,Depression,2
I'm a little stressed about the minor technical issues.,Negative,little stressed,Stress,2
The feedback session has me feeling very anxious.,Negative,feeling very anxious,Anxiety,2
During moving I'm not eating properly or regularly.,Negative,not eating properly,Eating Disorder,1
I'm feeling hopeful about the solution.,Positive,feeling hopeful,Positive Outlook,3
Between projects I'm not eating properly enough.,Negative,not eating properly,Eating Disorder,1
Large crowds make me feeling little anxious.,Negative,feeling little anxious,Anxiety,1
The forgotten password has me feeling very low.,Negative,feeling very low,Depression,2
Today I am feeling sad,Negative,feeling sad,Anxiety,4
I'm a little stressed about meeting my partner's family.,Negative,little stressed,Stress,2
The deadline pressure has me very stressed.,Negative,very stressed,Stress,4
The breakup has me feeling very low these days.,Negative,feeling very low,Depression,2
Games have me feeling little better.,Positive,feeling little better,Positive Outlook,3
I'm feeling hopeful about my skills.,Positive,feeling hopeful,Positive Outlook,3
The team loss has me feeling very low.,Negative,feeling very low,Depression,2
I'm extremely stressed about my final exams next week.,Negative,extremely stressed,Stress,4
Feeling sad to my core,Negative,feeling sad,Anxiety,4
My headache makes me unable to eat normally.,Negative,unable to eat,Eating Disorder,1
The debt situation has me extremely stressed constantly.,Negative,extremely stressed,Stress,4
During finals I'm not eating properly or regularly.,Negative,not eating properly,Eating Disorder,1
I'm genuinely happy right now,Positive,happy,Positive Outlook,3
I'm happy about the news,Positive,happy,Positive Outlook,3
I'm feeling hopeful about my career path.,Positive,feeling hopeful,Positive Outlook,3
Loneliness persists in my life,Negative,loneliness,Anxiety,3
I'm constantly worried about cyber bullying.,Negative,constantly worried,Anxiety,2
The custody issues have me extremely stressed each day.,Negative,extremely stressed,Stress,4
The migraine makes me unable to eat without vomiting.,Negative,unable to eat,Eating Disorder,1
This setback has me feeling very low today.,Negative,feeling very low,Depression,2
The bankruptcy filing has me extremely stressed daily.,Negative,extremely stressed,Stress,4
The medical uncertainty has me distressed over health future.,Negative,distressed over health,Health Anxiety,4
Happiness radiates through me,Positive,happiness,Positive Outlook,3
The custody battle has me extremely stressed.,Negative,extremely stressed,Stress,4
I'm unbearably sad today,Negative,sad,Anxiety,4
The missing package has me feeling very low.,Negative,feeling very low,Depression,2
The exam results have me feeling very anxious.,Negative,feeling very anxious,Anxiety,2
The rest made me feeling little better today.,Positive,feeling little better,Positive Outlook,3
As a freelancer I'm not eating properly between jobs.,Negative,not eating properly,Eating Disorder,1
Every single night I'm unable to sleep until early morning.,Negative,unable to sleep,Insomnia,1
Without planning I'm not eating properly this week.,Negative,not eating properly,Eating Disorder,1
Recent events have me feeling very low.,Negative,feeling very low,Depression,2
Feeling lonely and solitary,Negative,feeling lonely,Anxiety,3
Feeling sad and broken,Negative,feeling sad,Anxiety,4
Lonely thoughts occupy my mind,Negative,lonely,Anxiety,3
My lost bookmark has me feeling depressed.,Negative,feeling depressed,Depression,4
I'm feeling hopeful about my savings.,Positive,feeling hopeful,Positive Outlook,3
The broken pencil has me feeling very low.,Negative,feeling very low,Depression,2
Light has me feeling little better.,Positive,feeling little better,Positive Outlook,3
I can't shake this feeling of sadness,Negative,sadness,Anxiety,4
I've been tossing and turning all night because I can't sleep well.,Negative,can't sleep well,Insomnia,2
The rainy vacation has me feeling very low.,Negative,feeling very low,Depression,2
I'm hopelessly sad now,Negative,sad,Anxiety,4
The product launch has me very stressed about success.,Negative,very stressed,Stress,4
The exercise has me feeling much better.,Positive,feeling much better,Positive Outlook,3
While studying I'm not eating properly or enough.,Negative,not eating properly,Eating Disorder,1
During deadlines I'm not eating properly at work.,Negative,not eating properly,Eating Disorder,1
The uncertainty has me feeling very low.,Negative,feeling very low,Depression,2
With my commute I'm not eating properly most days.,Negative,not eating properly,Eating Disorder,1
Without routine I'm not eating properly lately.,Negative,not eating properly,Eating Disorder,1
The project deadline has me very stressed about completion.,Negative,very stressed,Stress,4
Nature has me feeling little better.,Positive,feeling little better,Positive Outlook,3
The upcoming surgery has me distressed over health recovery.,Negative,distressed over health,Health Anxiety,4
Pure happiness describes me now,Positive,happiness,Positive Outlook,3
With long shifts I'm not eating properly lately.,Negative,not eating properly,Eating Disorder,1
During travel I'm not eating properly or nutritiously.,Negative,not eating properly,Eating Disorder,1
I'm constantly worried about data privacy.,Negative,constantly worried,Anxiety,2
Food has me feeling little better.,Positive,feeling little better,Positive Outlook,3
Feeling lonely and detached,Negative,feeling lonely,Anxiety,3
My bronchitis makes me unable to eat without coughing.,Negative,unable to eat,Eating Disorder,1
I'm terribly sad right now,Negative,sad,Anxiety,4
With these new symptoms I'm worried about health consequences.,Negative,worried about health,Health Anxiety,2
I'm thoroughly sad now,Negative,sad,Anxiety,4
My new apartment is too quiet and I'm unable to sleep here.,Negative,unable to sleep,Insomnia,1
I'm authentically lonely now,Negative,lonely,Anxiety,3
This friendship has me feeling very happy.,Positive,feeling very happy,Positive Outlook,4
These deadlines have me feeling depressed.,Negative,feeling depressed,Depression,4
I am sad about the news,Negative,sad,Anxiety,4
My stomach ache makes me unable to eat today.,Negative,unable to eat,Eating Disorder,1
This award has me feeling very happy.,Positive,feeling very happy,Positive Outlook,4
Current circumstances have me feeling depressed.,Negative,feeling depressed,Depression,4
The ongoing investigation has me extremely stressed.,Negative,extremely stressed,Stress,4
The delayed flight has me feeling very low.,Negative,feeling very low,Depression,2
My mistakes have me feeling depressed.,Negative,feeling depressed,Depression,4
My heart is consumed by sadness,Negative,sadness,Anxiety,4
First dates make me feeling little anxious.,Negative,feeling little anxious,Anxiety,1
Without roommates I'm not eating properly anymore.,Negative,not eating properly,Eating Disorder,1
The panic attacks leave me unable to eat when anxious.,Negative,unable to eat,Eating Disorder,1
I'm a little stressed about the minor surgery next month.,Negative,little stressed,Stress,2
I'm feeling depressed about my career path.,Negative,feeling depressed,Depression,4
Loneliness surrounds my thoughts,Negative,loneliness,Anxiety,3
The silence has me feeling very low.,Negative,feeling very low,Depression,2
After health changes I'm worried about health stability.,Negative,worried about health,Health Anxiety,3
